代码,AFTN,KIND,NAME,latitude_deg,LONGTI,ELE,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
7133,0CL6,small_airport,Bohunk's Airpark,34.69469833,-118.2829971,2410,NA,US,US-CA,Lancaster,no,0CL6,,0CL6,,,
7134,0CL7,heliport,Good Samaritan Hospital Heliport,34.054901,-118.264967,473,NA,US,US-CA,Los Angeles,no,0CL7,,0CL7,,,
7135,0CL8,small_airport,Tera Ultralightport,35.59130096,-117.6340027,2510,NA,US,US-CA,Ridgecrest,no,0CL8,,0CL8,,,
7136,0CL9,heliport,Sce San Jacinto Valley Service Center Heliport,33.74110031,-117.151001,1482,NA,US,US-CA,Romoland,no,0CL9,,0CL9,,,
322308,0CN1,small_airport,Fiorini Ranch Airport,37.452178,-120.764758,140,NA,US,US-CA,Delhi,no,0CN1,,0CN1,,,
324643,0CN2,small_airport,Sutter Butte Dusters Airport,39.228622,-121.688265,67,NA,US,US-CA,Live Oak,no,0CN2,,0CN2,,,
7137,0CO0,heliport,Longmont United Hospital Heliport,40.17890167,-105.1259995,5047,NA,US,US-CO,Longmont,no,0CO0,,0CO0,,,
7138,0CO1,small_airport,Dave's Airport,40.03329849,-105.1240005,5170,NA,US,US-CO,Louisville,no,0CO1,,0CO1,,,
7139,0CO2,small_airport,Crested Butte Airpark,38.851918,-106.928341,8980,NA,US,US-CO,Crested Butte,no,0CO2,CSE,0CO2,,,Buckhorn Ranch
7140,0CO3,closed,Greggs Nr 1 Airport,39.8894,-104.544997,5373,NA,US,US-CO,Bennett,no,,,,,,0CO3
7141,0CO4,heliport,Geo-Seis Helicopters Heliport,40.58990097,-105.0459976,4935,NA,US,US-CO,Fort Collins,no,0CO4,,0CO4,,,
7142,0CO5,small_airport,Chenoweth Airport,39.83330154,-103.5899963,4697,NA,US,US-CO,Last Chance,no,0CO5,,0CO5,,,
7143,0CO6,small_airport,Flying M & M Ranch Airport,38.2193985,-108.2129974,8000,NA,US,US-CO,Norwood,no,0CO6,,0CO6,,,
7144,0CO7,heliport,Century Helicopters Heliport,40.58549881,-105.0400009,4935,NA,US,US-CO,Fort Collins,no,0CO7,,0CO7,,,
7145,0CO8,small_airport,Cartwheel Airport,40.20830154,-105.0130005,5010,NA,US,US-CO,Mead,no,0CO8,,0CO8,,,
7146,0CO9,small_airport,Van Treese Airport,37.65829849,-106.0339966,7613,NA,US,US-CO,Monte Vista,no,0CO9,,0CO9,,,
7147,0CT0,heliport,Sharon Hospital Heliport,41.88119888,-73.48100281,640,NA,US,US-CT,Sharon,no,0CT0,,0CT0,,,
7148,0CT1,heliport,Bristol-Myers Squibb Company Heliport,41.48479843,-72.7562027,350,NA,US,US-CT,Wallingford,no,0CT1,,0CT1,,,
7149,0CT2,heliport,Windham Hospital Heliport,41.71699905,-72.22589874,330,NA,US,US-CT,Willimantic,no,0CT2,,0CT2,,,
7150,0CT3,heliport,N B G H Heliport,41.66159821,-72.78790283,431,NA,US,US-CT,New Britain,no,0CT3,,0CT3,,,
7151,0CT4,heliport,Burke Heliport,41.50619888,-72.93979645,400,NA,US,US-CT,Prospect,no,0CT4,,0CT4,,,
7152,0CT5,heliport,St Francis Hospital Heliport,41.7745018,-72.6989975,184,NA,US,US-CT,Hartford,no,0CT5,,0CT5,,,
7153,0CT6,heliport,Middletown Heliport,41.59680176,-72.70449829,113,NA,US,US-CT,Middletown,no,0CT6,,0CT6,,,
7154,0CT7,heliport,Bridgeport Hospital Heliport,41.18840027,-73.16619873,80,NA,US,US-CT,Bridgeport,no,0CT7,,0CT7,,,
7155,0CT8,heliport,Danbury Hospital Heliport,41.4056015,-73.44470215,510,NA,US,US-CT,Danbury,no,0CT8,,0CT8,,,
7156,0CT9,heliport,Hartford Hospital Heliport,41.75450134,-72.67870331,211,NA,US,US-CT,Hartford,no,0CT9,,0CT9,,,
7157,0D6,small_airport,Wilber Municipal Airport,40.47499847,-96.9878006,1400,NA,US,US-NE,Wilber,no,0D6,,0D6,,,
7158,0D7,small_airport,Ada Airport,40.79059982,-83.82910156,949,NA,US,US-OH,Ada,no,0D7,,0D7,,,
315634,0D9,small_airport,Air Park North,44.958,-84.9587,1170,NA,US,US-MI,Alba,no,MI30,,MI30,http://airparknorth.net/?page_id=6,,"0D9, 24MI"
7159,0,small_airport,Corydon Airport,40.75450134,-93.24130249,1020,NA,US,US-IA,Corydon,no,0,,0,,,
7160,0FA0,heliport,Doral Resort & Country Club Heliport,25.81290054,-80.33889771,6,NA,US,US-FL,Miami,no,0FA0,,0FA0,,,
7161,0FA1,small_airport,Ott's Landing Airport,27.3039,-81.880403,65,NA,US,US-FL,Arcadia,no,0FA1,,0FA1,,,Frierson Grove Airport
45349,0FA2,heliport,Doctors Memorial Hospital #2 Heliport,30.119753,-83.592732,57,NA,US,US-FL,Perry,no,0FA2,,0FA2,,,
7162,0FD0,small_airport,The 2A Ranch Airport,29.2675,-81.230103,40,NA,US,US-FL,Ormond Beach,no,0FD0,,0FD0,,,Big 'G' Airport
7163,0FD1,heliport,Panhandle Helicopter Llc Heliport,30.21409988,-85.87220001,20,NA,US,US-FL,Panama City Beach,no,0FD1,,0FD1,,,
7164,0FD2,heliport,Dolphin Stadium Heliport,25.95999264,-80.2370026,8,NA,US,US-FL,Miami,no,0FD2,,0FD2,,,
7165,0FD3,small_airport,Dugger Field,30.49640083,-86.09380341,70,NA,US,US-FL,Freeport,no,0FD3,,0FD3,,,
7166,0FD4,heliport,Cloverleaf Farms Ii Inc. Heliport,29.3614006,-82.20819855,100,NA,US,US-FL,Reddick,no,0FD4,,0FD4,,,
7167,0FD5,small_airport,Breezy Knoll Airport,30.82019997,-86.3443985,235,NA,US,US-FL,Defuniak Springs,no,0FD5,,0FD5,,,
7169,0FD9,small_airport,Joy Farms Airport,30.65209961,-86.10939789,290,NA,US,US-FL,Defuniak Springs,no,0FD9,,0FD9,,,
7170,0FL0,small_airport,Harper's Fly-In Ranch Airport,26.73060036,-81.16390228,30,NA,US,US-FL,Clewiston,no,0FL0,,0FL0,,,
7171,0FL1,small_airport,Thompson Airfield,29.98329926,-82.83560181,110,NA,US,US-FL,Branford,no,0FL1,,0FL1,,,
7173,0FL3,heliport,Old Town Ems Heliport,29.60280037,-82.98169708,25,NA,US,US-FL,Old Town,no,0FL3,,0FL3,,,
7174,0FL4,heliport,Jackson Heliport,30.70499992,-85.37830353,110,NA,US,US-FL,Alford,no,0FL4,,0FL4,,,
7176,0FL6,closed,Stanchester Airport,27.805901,-82.140098,94,NA,US,US-FL,Lithia,no,,,,,,0FL6
7177,0FL7,heliport,Wcpx Tv-6 Heliport,28.61030006,-81.41940308,114,NA,US,US-FL,Orlando,no,0FL7,,0FL7,,,
7179,0FL9,small_airport,Mc Daniel Ranch Inc. Airport,26.39389992,-81.02310181,18,NA,US,US-FL,Clewiston,no,0FL9,,0FL9,,,
7180,0G0,small_airport,North Buffalo Suburban Airport,43.103199,-78.7033,588,NA,US,US-NY,Lockport,no,K0G0,,0G0,,,
7182,0GA0,small_airport,Halls Flying Ranch Airport,33.35620117,-84.36710358,800,NA,US,US-GA,Hampton,no,0GA0,,0GA0,,,
7183,0GA1,small_airport,Mustang Field,34.47790146,-82.89710236,693,NA,US,US-GA,Hartwell,no,0GA1,,0GA1,,,
7184,0GA2,small_airport,"Airnautique, Inc. Airport",34.37789917,-82.9457016,720,NA,US,US-GA,Hartwell,no,0GA2,,0GA2,,,
7185,0GA3,small_airport,Ayresouth Airport,33.77009964,-85.06079865,1287,NA,US,US-GA,Temple,no,0GA3,,0GA3,,,
7186,0GA4,small_airport,Paradise Falls Airport,33.81290054,-83.50569916,736,NA,US,US-GA,High Shoals,no,0GA4,,0GA4,,,
7187,0GA5,heliport,Big Canoe Heliport,34.45479965,-84.28910065,1475,NA,US,US-GA,Jasper,no,0GA5,,0GA5,,,
7188,0GA6,small_airport,Sunset Strip,33.73339844,-83.81880188,780,NA,US,US-GA,Jersey,no,0GA6,,0GA6,,,
7189,0GA7,small_airport,Hickory Level Airfield,33.6833992,-84.99990082,1080,NA,US,US-GA,Temple,no,0GA7,,0GA7,,,
7190,0GA8,small_airport,Paso Fino Farm Airport,30.88710022,-83.41600037,200,NA,US,US-GA,Valdosta,no,0GA8,,0GA8,,,
7191,0GA9,small_airport,Roberta Industrial Park Airport,32.71390152,-84.02749634,505,NA,US,US-GA,Roberta,no,0GA9,,0GA9,,,
7192,0GE0,small_airport,Pinewood Airport,33.78210068,-84.80079651,1085,NA,US,US-GA,Douglasville,no,0GE0,,0GE0,,,
7193,0GE1,small_airport,Crystal Lake Airpark,31.66550064,-83.44709778,327,NA,US,US-GA,Irwinville,no,0GE1,,0GE1,,,
7194,0GE3,small_airport,Lookout Mountain Airport,34.90470123,-85.45970154,563,NA,US,US-GA,Trenton,no,0GE3,,0GE3,,,
7195,0GE4,small_airport,Pecan Patch Airstrip,33.33140182,-84.26670074,860,NA,US,US-GA,Sunnyside,no,0GE4,,0GE4,,,
7196,0GE5,small_airport,Mountain Airpark,34.5617981,-83.71350098,1438,NA,US,US-GA,Cleveland,no,0GE5,,0GE5,,,
7197,0GE7,small_airport,Carpenter Airport,33.52030182,-82.37249756,450,NA,US,US-GA,Appling,no,0GE7,,0GE7,,,
7198,0GE9,small_airport,Pegasus Ranch Airport,32.69390106,-81.79859924,230,NA,US,US-GA,Rocky Ford,no,0GE9,,0GE9,,,
7199,0H7,small_airport,Kahoka Municipal Airport,40.42160034,-91.70629883,700,NA,US,US-MO,Kahoka,no,0H7,,0H7,,,
7200,0I2,small_airport,Brazil Clay County Airport,39.47669983,-87.09970093,645,NA,US,US-IN,Brazil,no,0I2,,0I2,,,
7201,0IA0,heliport,Knoxville Area Community Hospital Heliport,41.31689835,-93.09600067,927,NA,US,US-IA,Knoxville,no,0IA0,,0IA0,,,
7202,0IA1,heliport,St Anthony Regional Hospital Heliport,42.05830002,-94.86830139,1300,NA,US,US-IA,Carroll,no,0IA1,,0IA1,,,
7203,0IA2,heliport,Audubon County Memorial Hospital Heliport,41.71549988,-94.93859863,1320,NA,US,US-IA,Audubon,no,0IA2,,0IA2,,,
7204,0IA3,small_airport,Hawkeye Airport,42.43470001,-92.32800293,883,NA,US,US-IA,Waterloo,no,0IA3,,0IA3,,,
7205,0IA4,small_airport,Sharar Field,41.03340149,-91.05010223,700,NA,US,US-IA,Mediapolis,no,0IA4,,0IA4,,,
7206,0IA5,small_airport,Moore Private Airport,40.87220001,-93.26270294,1060,NA,US,US-IA,Millerton,no,0IA5,,0IA5,,,
7207,0IA6,small_airport,Rinehart Airport,41.65969849,-92.28990173,920,NA,US,US-IA,Victor,no,0IA6,,0IA6,,,
7208,0IA7,heliport,Cromwell Heliport,41.03889847,-94.46690369,1300,NA,US,US-IA,Cromwell,no,0IA7,,0IA7,,,
7209,0IA8,small_airport,Hannen Airport,42.22800064,-91.75099945,925,NA,US,US-IA,Center Point,no,0IA8,,0IA8,,,
7210,0IA9,heliport,Army Reserve Heliport,40.83340073,-91.30010223,725,NA,US,US-IA,Middleton,no,0IA9,,0IA9,,,
7211,0ID0,small_airport,South Fork Ranch Airport,43.60639954,-115.1070023,4861,NA,US,US-ID,Featherville,no,0ID0,,0ID0,,,
7212,0ID1,small_airport,Ziggy's Airport,42.64120102,-114.6050034,3225,NA,US,US-ID,Filer,no,0ID1,,0ID1,,,
7213,0ID2,small_airport,Flying Joseph Ranch Airport,44.44290161,-113.7730026,5600,NA,US,US-ID,May,no,0ID2,,0ID2,,,
7214,0ID3,small_airport,Coyote Run Airport,43.07580185,-115.6729965,3150,NA,US,US-ID,Mountain Home,no,0ID3,,0ID3,,,
7215,0ID4,small_airport,Black Butte Ranch Airport,43.04769897,-114.4700012,4020,NA,US,US-ID,Shoshone,no,0ID4,,0ID4,,,
7216,0ID5,small_airport,Ez Lope Ranch Airport,43.05310059,-116.461998,3130,NA,US,US-ID,Oreana,no,0ID5,,0ID5,,,
7217,0ID6,heliport,Steele Memorial Heliport,45.173791,-113.891423,4004,NA,US,US-ID,Salmon,no,67ID,,67ID,,,0ID6
45394,0ID7,small_airport,Z X Ranch Airport,43.230308,-116.763192,3820,NA,US,US-ID,Murphy,no,0ID7,,0ID7,,,
45387,0ID8,small_airport,Pinnacle Airport,45.775197,-116.178475,3800,NA,US,US-ID,Grangeville,no,0ID8,,0ID8,,,
329280,0ID9,small_airport,Corral Creek Airport,46.785278,-116.471131,2895,NA,US,US-ID,Helmer,no,0ID9,,0ID9,,,
7218,0II0,small_airport,Chuck's Airport,40.25999832,-85.25330353,955,NA,US,US-IN,Albany,no,0II0,,0II0,,,
7219,0II1,small_airport,Unsicker Airport,40.42810059,-86.15329742,816,NA,US,US-IN,Bremen,no,0II1,,0II1,,,
7220,0II2,small_airport,Creighton Airport,41.45729828,-86.12439728,820,NA,US,US-IN,Bremen,no,0II2,,0II2,,,
7221,0II3,closed,Miller Strip,40.6278,-86.037804,810,NA,US,US-IN,Bunker Hill,no,,,,,,0II3
7222,0II5,small_airport,Marshall Field,40.65950012,-86.85720062,705,NA,US,US-IN,Chalmers,no,0II5,,0II5,,,
7223,0II6,small_airport,Kropf Airport,41.64310074,-85.82969666,810,NA,US,US-IN,Goshen,no,0II6,,0II6,,,
7224,0II7,small_airport,Frost Field,39.79560089,-85.78610229,900,NA,US,US-IN,Greenfield,no,0II7,,0II7,,,
7225,0II8,small_airport,Sutton's Field,41.32479858,-87.47589874,740,NA,US,US-IN,Lowell,no,0II8,,0II8,,,
7226,0II9,small_airport,Winters Airport,39.53419876,-86.57720184,755,NA,US,US-IN,Hall,no,0II9,,0II9,,,
7227,0IL0,heliport,Hamilton Memorial Hospital Heliport,38.08670044,-88.53890228,440,NA,US,US-IL,Mc Leansboro,no,0IL0,,0IL0,,,
7228,0IL1,heliport,Loyola University Medical Center Heliport,41.86090088,-87.83640289,623,NA,US,US-IL,Broadview,no,0IL1,,0IL1,,,
45950,0IL2,small_airport,Griffin Airport,38.803056,-88.997778,541,NA,US,US-IL,Alma,no,0IL2,,0IL2,,,
7229,0IL3,small_airport,Flying B Ranch Airport,40.1570015,-87.67449951,696,NA,US,US-IL,Danville,no,0IL3,,0IL3,,,
7230,0IL4,heliport,Good Samaritan Hospital Heliport,41.81890106,-88.00779724,772,NA,US,US-IL,Downers Grove,no,0IL4,,0IL4,,,
323339,0IL5,heliport,OSF St Luke Medical Center Heliport,41.221865,-89.947788,849,NA,US,US-IL,Kewanee,no,0IL5,,0IL5,,,
7231,0IL6,heliport,Kishwaukee Community Hospital Heliport,41.96310043,-88.71730042,852,NA,US,US-IL,De Kalb,no,0IL6,,0IL6,,,
7232,0IL8,small_airport,Walter Airport,41.87250137,-88.72370148,890,NA,US,US-IL,De Kalb,no,0IL8,,0IL8,,,
7233,0IL9,small_airport,Jack W. Watson Airport,41.85480118,-88.78730011,880,NA,US,US-IL,De Kalb,no,0IL9,,0IL9,,,
7234,0IN1,small_airport,Snider Field,38.5,-87.59590149,400,NA,US,US-IN,Decker,no,0IN1,,0IN1,,,
7235,0IN2,small_airport,The Lazy K Airport,40.82780075,-85.08609772,835,NA,US,US-IN,Tocsin,no,0IN2,,0IN2,,,
7236,0IN3,small_airport,Graves Landing Strip,41.11669922,-86.66670227,704,NA,US,US-IN,Winamac,no,0IN3,,0IN3,,,
7237,0IN4,small_airport,Air Park Field,41.12779999,-84.94719696,750,NA,US,US-IN,Woodburn,no,0IN4,,0IN4,,,
7238,0IN5,small_airport,Byrne Field,38.32899857,-86.03359985,800,NA,US,US-IN,Byrneville,no,0IN5,,0IN5,,,
7239,0IN7,closed,Roto-Whirl/Holiday Heliport,39.922501,-86.226097,875,NA,US,US-IN,Indianapolis,no,,,,,,0IN7
7240,0IN8,closed,Roto-Whirl/Vantage Heliport,39.837299,-86.118597,726,NA,US,US-IN,Indianapolis,no,,,,,,0IN8
7241,0IN9,small_airport,Parrish Airport,37.99309921,-87.95140076,390,NA,US,US-IN,Mount Vernon,no,0IN9,,0IN9,,,
7242,0IS0,heliport,Trinity Medical Center West Heliport,41.48109818,-90.5714035,664,NA,US,US-IL,Rock Island,no,0IS0,,0IS0,,,
7243,0IS2,heliport,Evanston/Glenbrook Heliport,42.0931015,-87.8526001,678,NA,US,US-IL,Glenview,no,0IS2,,0IS2,,,
7244,0IS3,small_airport,Cady Aerial RLA Restricted Landing Area,41.66080093,-89.69360352,630,NA,US,US-IL,Deer Grove,no,0IS3,,0IS3,,,
7245,0IS4,small_airport,Dawson Farms Airport,39.76250076,-88.67150116,670,NA,US,US-IL,Lovington,no,0IS4,,0IS4,,,
7246,0IS6,heliport,Dongola Heliport,37.36560059,-89.16359711,383,NA,US,US-IL,Dongola,no,0IS6,,0IS6,,,
7247,0IS8,heliport,Blessing Hospital At 11th St Heliport,39.93640137,-91.39900208,650,NA,US,US-IL,Quincy,no,0IS8,,0IS8,,,
7248,0IS9,heliport,Bernardin Heliport,41.70840073,-89.20290375,830,NA,US,US-IL,West Brooklyn,no,0IS9,,0IS9,,,
7249,0J0,small_airport,Abbeville Municipal Airport,31.60020065,-85.23880005,468,NA,US,US-AL,Abbeville,no,0J0,,0J0,,,
7250,0J8,small_airport,Flying Ten Airport,29.61800003,-82.50869751,85,NA,US,US-FL,Archer,no,0J8,,0J8,,,
7251,0K6,small_airport,Dobie's Airport,36.178496,-95.580468,610,NA,US,US-OK,Inola,no,,,0K6,,,
7252,0KS0,small_airport,J V Ranch Airport,38.63330078,-95.9253006,1180,NA,US,US-KS,Osage City,no,0KS0,,0KS0,,,
7253,0KS2,closed,Kellie Mann Airfield,38.560001,-95.309097,1045,NA,US,US-KS,Ottawa,no,,,,,,0KS2
7254,0KS3,small_airport,Camp Chippewa Airport,38.56669998,-95.36689758,1120,NA,US,US-KS,Ottawa,no,0KS3,,0KS3,,,
7255,0KS4,small_airport,Norris Airport,38.807239,-95.370056,1065,NA,US,US-KS,Lawrence,no,0KS4,,0KS4,,,
7256,0KS6,small_airport,Kendrigan Airport,37.45220184,-97.31780243,1240,NA,US,US-KS,Peck,no,0KS6,,0KS6,,,
7257,0KS7,small_airport,Mono Aircraft Airport,37.69279861,-97.88639832,1450,NA,US,US-KS,Cheney,no,0KS7,,0KS7,,,
7258,0KS8,small_airport,Pearce Field,37.38249969,-95.37470245,950,NA,US,US-KS,Parsons,no,0KS8,,0KS8,,,
7259,0KS9,small_airport,Lmn 120 Airport,37.51589966,-96.9197998,1330,NA,US,US-KS,Douglas,no,0KS9,,0KS9,,,
7260,0KY0,small_airport,Owen Air Park,38.62279892,-84.77890015,890,NA,US,US-KY,Owenton,no,0KY0,,0KY0,,,
7261,0KY1,small_airport,Arnemann Farms Airport,36.7655983,-86.61830139,504,NA,US,US-KY,Franklin,no,0KY1,,0KY1,,,
7262,0KY2,heliport,Mgt Station 2105 Heliport,37.50559998,-86.83750153,540,NA,US,US-KY,Hartford,no,0KY2,,0KY2,,,
7263,0KY3,closed,Tennessee Gas Heliport,38.561404,-83.952795,604,NA,US,US-KY,Load,no,,,,,,0KY3
7264,0KY4,small_airport,Cambron Field,37.56439972,-87.08190155,427,NA,US,US-KY,Owensboro,no,0KY4,,0KY4,,,
7265,0KY5,small_airport,Falin Landing Strip,36.8125,-86.375,600,NA,US,US-KY,Bowling Green,no,0KY5,,0KY5,,,
7266,0KY6,heliport,Tennessee Gas Heliport,38.2682991,-82.57749939,560,NA,US,US-KY,Burnaugh,no,0KY6,,0KY6,,,
7267,0KY7,small_airport,Clinton-Hickman County Airport,36.63610077,-88.99859619,360,NA,US,US-KY,Clinton,no,0KY7,,0KY7,,,
7268,0KY8,closed,Sky Airport,37.117199,-83.736099,850,NA,US,US-KY,Manchester,no,,,,,,0KY8
7269,0KY9,heliport,Pine Mountain Aero Heliport,37.11360168,-82.8035965,1300,NA,US,US-KY,Whitesburg,no,0KY9,,0KY9,,,
7270,0L4,small_airport,Lida Junction Airport,37.4858017,-117.1910019,4684,NA,US,US-NV,Goldfield,no,0L4,,0L4,,http://en.wikipedia.org/wiki/Lida_Junction_Airport,
7271,0L5,small_airport,Goldfield Airport,37.722751,-117.236368,5680,NA,US,US-NV,Goldfield,no,NV50,,NV50,,http://en.wikipedia.org/wiki/Goldfield_Airport,0L5
7272,0L6,heliport,Winn Parish Medical Center Heliport,31.92320061,-92.64569855,140,NA,US,US-LA,Winnfield,no,0L6,,0L6,,,
7273,0LA0,heliport,West Hackberry Heliport,30.00849915,-93.40019989,10,NA,US,US-LA,Hackberry,no,0LA0,,0LA0,,,
7274,0LA1,small_airport,Double H Ranch Airport,30.22940063,-90.9733963,15,NA,US,US-LA,Gonzales,no,0LA1,,0LA1,,,
7275,0LA2,small_airport,Don Babin-Private Airport,30.27799988,-90.96320343,17,NA,US,US-LA,Gonzales,no,0LA2,,0LA2,,,
7276,0LA3,small_airport,Belcher Airpatch Airport,32.7492981,-93.87349701,280,NA,US,US-LA,Belcher,no,0LA3,,0LA3,,,
7277,0LA4,heliport,North Caddo Medical Center Heliport,32.86410141,-93.98899841,200,NA,US,US-LA,Vivian,no,0LA4,,0LA4,,,
7278,0LA5,heliport,Conoco Inc Heliport,29.25799942,-89.96369934,3,NA,US,US-LA,Grand Isle,no,0LA5,,0LA5,,,
7279,0LA6,closed,Freeport Sulphur Heliport,29.2586,-89.959198,3,NA,US,US-LA,Grand Isle,no,,,,,,0LA6
7280,0LA7,heliport,Exxon Heliport,29.25580025,-89.96759796,6,NA,US,US-LA,Grand Isle,no,0LA7,,0LA7,,,
7281,0LA8,heliport,Jackson Parish Hospital Heliport,32.25170135,-92.71279907,183,NA,US,US-LA,Jonesboro,no,0LA8,,0LA8,,,
7282,0LA9,small_airport,Rebel Field,30.5862999,-90.8615036,74,NA,US,US-LA,Watson,no,0LA9,,0LA9,,,
7283,0LL0,small_airport,Kaufield Airport,42.26470184,-88.73000336,783,NA,US,US-IL,Belvidere,no,0LL0,,0LL0,,,
7284,0LL1,small_airport,Jerseyville Aviation Inc Airport,39.09420013,-90.31340027,604,NA,US,US-IL,Jerseyville,no,0LL1,,0LL1,,,
7285,0LL2,small_airport,Murk's Strip,40.73889923,-90.38069916,700,NA,US,US-IL,St. Augustine,no,0LL2,,0LL2,,,
7286,0LL3,small_airport,Koenig Airport,39.05500031,-90.34210205,614,NA,US,US-IL,Jerseyville,no,0LL3,,0LL3,,,
7287,0LL4,small_airport,Flaherty Field,41.4192009,-89.12310028,664,NA,US,US-IL,La Salle,no,0LL4,,0LL4,,,
7288,0LL5,small_airport,Busboom RLA Restricted Landing Area,40.11000061,-88.07839966,675,NA,US,US-IL,St Joseph,no,0LL5,,0LL5,,,
7289,0LL6,small_airport,Gord Airport,41.69839859,-88.60759735,710,NA,US,US-IL,Sandwich,no,0LL6,,0LL6,,,
7290,0LL7,heliport,Valley West Hospital Heliport,41.657994,-88.621297,670,NA,US,US-IL,Sandwich,no,0LL7,,0LL7,,,Hospital Heliport
7291,0LL9,closed,Savanna Army Depot Helipad,42.183399,-90.255698,650,NA,US,US-IL,Savanna,no,,,,,,0LL9
7292,0LS0,small_airport,Theriot Field,29.74970055,-90.7358017,13,NA,US,US-LA,Thibodaux,no,0LS0,,0LS0,,,
7294,0LS2,heliport,Evergreen Fourchon Heliport,29.11639977,-90.20220184,6,NA,US,US-LA,Golden Meadow,no,0LS2,,0LS2,,,
7295,0LS3,heliport,Evergreen Venice Heliport,29.29669952,-89.37439728,,NA,US,US-LA,Venice,no,0LS3,,0LS3,,,
7296,0LS4,closed,Buller's Airstrip,30.808701,-92.188003,47,NA,US,US-LA,Bunkie,no,,,,,,0LS4
7297,0LS5,small_airport,Trahan Ultralightport,30.30690002,-92.12979889,40,NA,US,US-LA,Cankton,no,0LS5,,0LS5,,,
7298,0LS6,small_airport,Dufour Airport,30.78770065,-92.05039978,42,NA,US,US-LA,Morrow,no,0LS6,,0LS6,,,
7299,0LS7,small_airport,Morgan Field,30.6128006,-91.48419952,36,NA,US,US-LA,New Roads,no,0LS7,,0LS7,,,
7300,0LS8,small_airport,Lonesome Dove Airfield,30.28580093,-92.94129944,34,NA,US,US-LA,Woodlawn,no,0LS8,,0LS8,,,
7301,0LS9,small_airport,Huenefeld Airport,32.50429916,-91.98210144,72,NA,US,US-LA,Monroe,no,0LS9,,0LS9,,,
7302,0MA1,heliport,Massachusetts General Hospital Heliport,42.36370087,-71.06890106,214,NA,US,US-MA,Boston,no,0MA1,,0MA1,,,
7303,0MA2,heliport,Healthalliance Hospital-Leominster Heliport,42.54090118,-71.76280212,450,NA,US,US-MA,Leominster,no,0MA2,,0MA2,,,
7304,0MA3,heliport,Reh Heliport,41.78739929,-71.23179626,100,NA,US,US-MA,Rehoboth,no,0MA3,,0MA3,,,
7305,0MA4,heliport,Boston Medical Center Hospital Heliport,42.33359909,-71.07170105,19,NA,US,US-MA,Boston,no,0MA4,,0MA4,,,
7306,0MA5,heliport,Brockton Usar Center Heliport,42.05590057,-71.05590057,85,NA,US,US-MA,Brockton,no,0MA5,,0MA5,,,
7307,0MA6,heliport,Wbz Heliport,42.36510086,-71.13259888,9,NA,US,US-MA,Boston,no,0MA6,,0MA6,,,
7308,0MA8,heliport,Textron/Everett Heliport,42.404496,-71.070602,40,NA,US,US-MA,Everett,no,,,,,,0MA8
7309,0MA9,heliport,Lleia Kyle O'Meara Heliport,42.50310135,-71.90840149,1230,NA,US,US-MA,Westminster,no,0MA9,,0MA9,,,
7310,0MD0,heliport,Baltimore Washington Medical Center Heliport,39.13759995,-76.62329865,77,NA,US,US-MD,Glen Burnie,no,0MD0,,0MD0,,,
7311,0MD1,small_airport,Taylor Field,39.18730164,-75.79270172,75,NA,US,US-MD,Sudlersville,no,0MD1,,0MD1,,,
7312,0MD2,small_airport,Squier Landing Airport,38.287781,-76.867575,16,NA,US,US-MD,Cobb Island,no,,,,,,0MD2
7313,0MD3,heliport,The Johns Hopkins Hospital Heliport,39.29729843,-76.59329987,260,NA,US,US-MD,Baltimore,no,0MD3,,0MD3,,,
7314,0MD4,small_airport,Pond View Private Airport,39.26679993,-76.18720245,47,NA,US,US-MD,Chestertown,no,0MD4,,0MD4,,,
7315,0MD5,heliport,Greater Laurel Beltsville Hospital Heliport,39.08760071,-76.88159943,285,NA,US,US-MD,Laurel,no,0MD5,,0MD5,,,
7316,0MD6,small_airport,Walters Airport,39.38119888,-77.10579681,750,NA,US,US-MD,Mount Airy,no,0MD6,,0MD6,,,
7317,0MD7,heliport,The Aspen Institute Heliport,38.90930176,-76.11969757,20,NA,US,US-MD,Queenstown,no,0MD7,,0MD7,,,
7318,0MD8,heliport,Security Ford Heliport,39.2458992,-76.67610168,30,NA,US,US-MD,Arbutus,no,0MD8,,0MD8,,,
7319,0MD9,heliport,Calvert Memorial Hospital Heliport,38.56100082,-76.59660339,143,NA,US,US-MD,Prince Frederick,no,0MD9,,0MD9,,,
45455,0ME4,small_airport,Peasley Field,44.742469,-68.474403,271,NA,US,US-ME,Otis,no,0ME4,,0ME4,,,
7320,0MI0,closed,Sumner Heliport,42.970001,-85.6659,657,NA,US,US-MI,Grand Rapids,no,,,,,,0MI0
7321,0MI1,small_airport,Sugar Springs Airpark,44.140301,-84.4375,940,NA,US,US-MI,Gladwin,no,,,5M6,http://www.sugarsprings.net/airpark.html,,0MI1
7322,0MI2,closed,Stier Airstrip,44.522202,-83.683296,850,NA,US,US-MI,Glennie,no,,,,,,0MI2
7323,0MI3,small_airport,Kelleys Airport,44.63339996,-84.48339844,1000,NA,US,US-MI,Grayling,no,0MI3,,0MI3,,,
7324,0MI4,small_airport,Lesterson-Dempsey Airstrip,46.270198,-87.386496,1120,NA,US,US-MI,Gwinn,no,0MI4,,0MI4,,,Lesterson Field
